,index,rooms,retail_price,sqft,pca1,pca2
141,10922,2.0,1999000,2426.0,-0.5381569024216436,1.1679644750182532
142,9044,3.0,359000,1246.0,-1.339476237210495,-0.056648663500199634
143,7520,3.0,749000,2391.0,59.315288057966264,-0.5878713219315826
144,8063,4.0,929000,3441.0,1.6767310102784045,-3.8909475454631863
145,11049,3.0,1649900,1454.0,-4.99290463065808,2.0428815748446523
146,11791,3.0,449000,3204.0,0.4253458964449818,-2.675669783732067
147,6162,3.0,445000,1475.0,0.156600666932792,0.052409930528346194
148,7880,4.0,995000,3400.0,-3.1017331557159196,-2.4910032950480687
149,5991,4.0,382000,3225.0,-2.0615307146997788,-1.9246677863037247
150,7103,3.0,699000,3089.0,-3.325618616023341,-0.32692981007333577
151,10346,4.0,749000,2440.0,-1.2986551084854705,-3.8078184937848913
152,10483,5.0,899999,3618.0,-3.81349685592517,-0.4420042526893042
153,9238,5.0,425000,2377.0,-0.5650034203585325,1.9989682715292225
154,10050,4.0,645000,1868.0,-5.629529930709129,4.233025827642017
155,3247,5.0,1575000,4825.0,-6.689385546823691,-6.66243825070363
156,10412,3.0,750000,2185.0,1.0412133763569253,-0.20236323596316752
157,9807,4.0,589800,4005.0,-1.0831148524010579,-1.1604605459602082
158,5175,4.0,1995000,5331.0,0.06793081926542882,-6.08442056444189
159,1714,2.0,499000,875.0,-3.54378726908131,1.6860318666462284
160,4953,3.0,1199900,3410.0,-1.634280161300313,-2.446332820559002
161,6142,3.0,398500,2062.0,1.8389977649362272,1.3518095630652767
162,581,3.0,1698000,1416.0,-3.0650008924311756,-6.470836735277695
163,5614,2.0,279900,1440.0,-2.077925249063907,-4.8947959498951485
164,1864,3.0,519900,1678.0,-4.1030178809470375,2.417285754902589
165,4771,3.0,899000,2477.0,-0.00775740672292366,0.5428600579623764
166,5325,3.0,249000,1280.0,-0.7253071348468085,1.2018455233784002
167,6143,3.0,399000,2264.0,2.688879523378865,-1.2599843880232025
168,11091,1.0,249000,650.0,-3.7364860382477265,-8.142520616063338
169,4717,3.0,819900,2155.0,-3.1920345482706676,-0.7516252037517092
170,2348,3.0,650000,1912.0,-1.6738730993535398,1.3908670865105601
171,1238,4.0,349000,2034.0,0.3137155810108016,16.196778048979393
172,1098,3.0,349999,2360.0,-2.2971148236312904,3.651698582263869
173,3344,6.0,1950000,4600.0,-0.6639480030341318,-3.2437351870034643
174,5250,3.0,1795000,4354.0,-0.8251534722257846,-2.4766138365853174
175,3329,4.0,1995000,4332.0,-2.350457896453852,-0.3990602767005797
176,8824,4.0,350000,1440.0,0.4759069681617577,-2.945163754400266
177,1274,2.0,389000,1062.0,-0.5707572289660308,-2.1503974261054917
178,2160,4.0,649999,1928.0,-1.3260359646388042,-5.235511224153214
179,5030,4.0,1075000,4353.0,-1.8652727290998847,1.6669297250541946
180,8402,2.0,219000,1460.0,1.2181885435532547,2.7207241458732367
181,122,3.0,255000,1484.0,-0.67782109113058,4.816373098636548
182,10573,4.0,799000,3396.0,2.5570268329687074,-6.466639336225867
183,8668,2.0,279000,1040.0,-0.6875236733283718,-0.9984039214311153
184,3786,3.0,555000,1045.0,-1.200566808917375,0.7008140466980988
185,2648,2.0,749000,660.0,-0.48375166139132697,0.9195464821634485
186,10746,3.0,1275000,1004.0,-3.1066158417737046,-6.510174162864701
187,2558,2.0,760000,1259.0,0.5629779936265238,3.2517281326279406
188,6915,4.0,619950,2823.0,-0.3151609088555949,-1.5032787173264937
189,7226,5.0,649900,3476.0,-0.3017790863293589,-1.455964858928414
190,6884,2.0,579900,2640.0,0.3609630607605468,-1.1278165550091501
191,1389,5.0,430000,3209.0,-1.483021123204851,-1.5669797397940983
192,11004,4.0,1499000,2882.0,-2.484133707976643,1.2707149927401853
193,7286,3.0,689000,1956.0,-1.6157933429634235,-0.1669200204091505
194,841,4.0,299900,1334.0,-0.37379987331623327,0.27802718357110767
195,6106,3.0,412500,1382.0,4.463159574026888,1.1845147056659844
196,8246,4.0,1995000,2988.0,6.890052689818056,3.052578893750437
197,10425,4.0,749000,2130.0,-3.0628918802390936,1.31235689844426
198,9946,5.0,650000,4488.0,-1.964788569365545,-2.224977862957546
199,3173,4.0,1268800,1890.0,2.6252027073527837,2.13149115045728
200,3895,4.0,635000,1905.0,56.08799423167695,-0.035993218836823604
201,2366,3.0,699000,1404.0,-2.5677905302804267,1.436476621270499
202,9716,5.0,559500,3113.0,54.06358439840098,-0.7522255971959637
203,10789,5.0,1349900,3276.0,-2.3300092621564925,0.29101158104829533
204,900,,289900,1483.0,-2.995526986677775,5.528781755035668
205,4028,4.0,699000,2358.0,0.6257112073833264,-0.15639311017771773
206,1366,3.0,425000,1113.0,-3.3514062579904245,-2.841478234318351
207,10912,4.0,1975000,4660.0,2.1338163719795578,-0.7806331857767707
208,5527,3.0,279900,1393.0,0.9930727723899817,2.3045511786904034
209,2647,8.0,750000,3190.0,-0.8414470596885943,-3.353587752931257
210,6067,4.0,369900,2860.0,-2.954126681170342,1.503006901442619
211,11142,3.0,218000,1696.0,0.5225964601384467,1.100861673309613
212,5107,6.0,1300000,6573.0,-2.893371519725513,0.3619204858817038
213,3948,3.0,655000,1445.0,-2.2187540012008786,2.78795824240974
214,6990,3.0,649000,1896.0,-2.831842645796679,-3.9278801648955586
215,6583,5.0,499900,4651.0,-3.174312745313961,0.6985322597804207
216,10982,3.0,1995000,2444.0,-0.8935986363351701,1.21409137091265
217,5376,4.0,234900,1600.0,1.5091281573006725,0.7843530742135594
218,3765,3.0,559900,994.0,-3.126026023043184,-5.6358302136347955
219,8415,2.0,230000,1140.0,3.2634666165200303,-1.6732873414189315
220,9397,3.0,469900,3094.0,-1.348268859233798,2.0887562889414606
221,4164,3.0,695000,1550.0,-1.8823481464092202,2.8478123834557705
222,4881,3.0,990000,2222.0,1.8388411583526023,-2.654271024982005
223,8263,7.0,1699000,5524.0,-1.6425190119259399,40.99730765262008
224,10286,4.0,744900,3735.0,-3.0909630403248136,-4.67581988036751
225,6418,5.0,445900,2643.0,-1.256157981858388,-8.585435850458056
226,10270,4.0,699000,3254.0,-0.4716915443130306,0.9094839523779331
227,4325,3.0,724888,1310.0,-2.695608690816951,1.9703590301871035
228,10799,4.0,1350000,3660.0,1.8144060393516233,-3.789604016334625
229,4279,4.0,700000,1962.0,-0.4001113435179315,-1.480880781281282
230,6749,5.0,585000,2938.0,-5.100173073374492,-0.00947989879834222
231,4110,2.0,659990,1204.0,3.007599549177143,0.43179380031125425
232,6966,5.0,645000,3155.0,-0.8470454849476854,-4.392121485464894
233,4807,3.0,929000,2020.0,-2.5907913206539748,-4.460351354036661
234,1877,2.0,599900,1140.0,-1.125121879680779,0.6050978233903047
235,4450,4.0,799900,2294.0,-1.6389352793168996,0.9719654635103652
236,8180,5.0,1199900,5248.0,-2.2491896232636974,-3.1416669366079875
237,2600,5.0,780000,2470.0,0.6551427619058052,0.15237605381607688
238,7843,3.0,795000,2580.0,-2.7180585236897357,-0.39006809589503555
239,8133,5.0,1450000,5482.0,-2.223444789692433,-2.6561238126353954
240,2637,6.0,775000,2353.0,-2.121777561265678,2.300357880178793
241,2126,2.0,649900,951.0,-1.1192244975372698,5.208720297779104
242,8096,4.0,1395000,3910.0,-2.744636253343033,-5.916513022762616
243,7580,5.0,799999,4895.0,-3.391055662402566,-2.907186477980507
244,5998,2.0,369000,2133.0,-0.8384308334831706,0.9236905146975967
245,1102,3.0,326760,1430.0,-0.5595915808166051,-5.957191198363693
246,189,3.0,299500,2479.0,-1.5428593544176612,-0.7556955865304932
247,7967,3.0,925000,2332.0,-2.266106595461978,1.998535504627168
248,5966,3.0,369900,1876.0,1.3332113047419774,8.1682448255874
249,6160,3.0,419000,1972.0,-4.05649964342621,-5.032437656802525
250,7685,5.0,849000,3267.0,1.3659275738187449,4.6812859021052455
251,7863,4.0,849999,5250.0,-2.962993323399968,0.4622998076013336
252,1123,3.0,399900,1268.0,0.14853896765604097,-2.815884121365971
253,4016,4.0,659900,1761.0,-3.2292655677981426,1.558220796154753
254,10537,5.0,809000,3186.0,-1.6507248672816583,2.015061018894826
255,10902,6.0,1575000,4382.0,-6.768589240257657,0.13899516639622495
256,1793,3.0,549000,1497.0,-5.046368911358134,9.510454969628627
257,2403,3.0,749888,1312.0,0.8075314893813935,-0.7538838041956711
258,6683,3.0,535000,1744.0,-2.9738873378665978,0.36224379712261895
259,9951,4.0,598000,2417.0,-3.315217695750028,0.2716433159901414
260,2012,4.0,575000,1300.0,-3.9522505290392944,-2.7154231848681993
261,11692,4.0,490000,1630.0,-0.6399202064673747,1.650539192497304
262,10690,4.0,998000,2436.0,0.9981470590458938,1.6522290131526878
263,10323,5.0,750000,4209.0,0.7704229792118034,-3.91803671838209
264,10376,4.0,775000,3010.0,-2.528638108810292,-2.576089935833397
265,1765,3.0,515000,1366.0,-2.0805018628879623,1.5961021530098334
266,6792,4.0,559900,1953.0,-1.2224352066788593,1.7106683744897828
267,8086,4.0,1099000,3504.0,-2.996914033427746,-2.0042556069201543
268,7088,4.0,615000,,-4.043615755550782,0.6637371264883187
269,11229,2.0,248800,1184.0,1.1422529815124396,-1.249608341946942
270,515,5.0,1698000,4614.0,-6.025556398720051,1.7076836620861815
271,4005,3.0,698880,1851.0,0.15219223199956944,1.4084787662674174
272,11952,4.0,550000,1915.0,-1.1964723957073382,0.4338663800727515
273,2045,3.0,615000,1406.0,1.343586149552025,-0.3461456546917656
274,6195,3.0,449900,1945.0,-0.03202334745177937,-2.125993339467264
275,6178,4.0,424900,2005.0,-2.9603897564643784,-0.1595917956317952
276,613,3.0,1897000,2690.0,-4.46706546034146,-8.895417292245824
277,6497,3.0,449000,,-0.19700804994965768,-6.6429227568799885
278,4449,4.0,794900,,0.4107443579446476,-1.916094603125683
279,292,5.0,499000,3300.0,-5.152905960584284,-3.9987599604370496
280,1282,4.0,380000,1937.0,-5.152231366365312,-0.6348132448739574
281,8906,7.0,355000,2982.0,1.0929053219653408,-1.2501338176640826
282,8746,3.0,315000,1289.0,-2.108736169697403,-3.4010415235907567
283,9465,4.0,489999,2126.0,-4.511892369034957,-0.8678751206478121
284,5496,2.0,252900,984.0,-4.157907537529652,-2.9957680477111017
285,534,3.0,1595000,2029.0,-1.2967130463194247,-2.923124147614434
286,8918,3.0,359900,1689.0,-4.655144794372416,3.2573400733385123
287,8298,7.0,1900000,2677.0,-2.28088355533083,-3.7148466755948415
288,2329,3.0,690000,1312.0,1.849294912571501,-6.0816641034703816
289,8372,3.0,235000,1120.0,0.004434386617897704,-1.3313449869037863
290,11951,3.0,540000,1701.0,-1.735231790970116,-2.9588056773521005
291,6012,4.0,399000,2303.0,-1.102896880076342,0.1452353857943844
292,10052,3.0,698000,2325.0,-0.8270621183175875,-0.6019197139765456
293,10233,3.0,749900,1775.0,-2.8213337675274497,-0.18692821723268138
294,9477,3.0,499900,1902.0,-0.23568589255414507,-2.206840411177236
295,5499,2.0,198000,1440.0,-0.976318646290907,-0.07610024384693756
296,3313,4.0,1875000,4121.0,-1.3013473768720019,1.1887483398966894
297,529,7.0,1599900,2101.0,-0.7399814494024781,-2.1431294057851136
298,6254,3.0,439900,1540.0,-4.144754898488708,-2.6534189866659377
299,3701,3.0,525000,1407.0,-2.7993768866125097,1.942312382779561
300,6829,4.0,599999,2803.0,-0.5589876936480515,-1.7950956112471075
301,5930,4.0,393990,2428.0,2.026504444528951,5.42642513613926
302,2429,3.0,748000,1602.0,-0.34395721421015923,-0.008012754816593706
303,1921,5.0,605000,3476.0,35.3742175942788,0.015953983118752416
304,5798,4.0,355000,2352.0,0.6391675987799541,-1.9484206353364861
305,8230,4.0,1700000,1908.0,-0.4186745179918294,-2.3873570257279924
306,4295,3.0,699000,1300.0,-0.8101989242625682,1.361647184372868
307,3821,2.0,579900,1680.0,-3.1666610870138108,-2.2094220346870177
308,832,4.0,285900,1422.0,1.8073911677952788,-2.122960855580554
309,9129,3.0,445000,1855.0,-1.3193365264106807,0.8523710452606046
310,11312,3.0,349000,1600.0,-1.6371058622480166,0.2667965176151122
311,3427,2.0,239000,1010.0,-4.363639575555267,1.4387893455900456
312,2846,2.0,835000,,-0.4322974617877764,1.2863046619097753
313,2210,4.0,615000,1200.0,-0.8227779883016342,-6.8178926349210425
314,4765,4.0,898000,1700.0,0.4676183293949905,1.6098044170292076
315,3345,3.0,1495000,2269.0,0.968325339957102,-0.7621463614359559
316,4838,4.0,959900,2162.0,-1.1159563417014022,0.7811436327700959
317,766,3.0,269900,1492.0,1.2738254422097937,1.226005856100547
318,8438,3.0,240000,1049.0,-0.9690813164920714,1.012836137496174
319,6584,5.0,499888,3435.0,-1.682390257975196,-3.472725049528629
320,9232,3.0,399000,1978.0,-4.729624003298907,-1.455591417664987
321,7435,6.0,698880,4235.0,-2.319357588974654,0.9235569453201051
322,10303,4.0,748000,2845.0,1.2472580441578562,-3.2083489289955898
323,3430,2.0,239000,1040.0,-3.8310343864734264,-2.289875599554082
324,5108,3.0,1400000,2832.0,-9.83594408420388,-1.946627938537696
325,5193,6.0,1499900,6979.0,-2.6985565826227336,-3.3342871594142536
326,11524,3.0,429000,1782.0,0.6677436886952095,-7.286050572830854
327,4977,4.0,1249000,4449.0,0.21699979009228967,1.450701215842741
328,971,2.0,349900,589.0,-2.456107423560164,-1.2201397694998821
329,5233,4.0,1700000,4411.0,-2.228976811965911,2.5173369206353504
330,6668,4.0,495000,1232.0,-1.5556261469310155,0.8859624842495459
331,7886,5.0,959000,5700.0,1.6177840019032141,-2.518294888522986
332,5272,4.0,1550000,3570.0,0.5600261073829438,-0.17220602801999185
333,6159,5.0,420000,3252.0,1.6122011712877726,-1.9091767592526916
334,759,3.0,279900,1637.0,-1.3169218591283478,-1.4088159377091913
335,453,5.0,1088000,2629.0,1.076540661433909,5.812423865669343
336,4360,3.0,765000,1930.0,-3.050055255118881,2.1533476707176993
337,5295,3.0,1795000,3748.0,0.12878116439049714,-0.12697976657402554
338,3911,5.0,647900,1436.0,-0.9082193760631246,-1.2379701798172424
339,10190,3.0,675000,2430.0,3.0442163921459575,-6.378182900831604
340,7729,3.0,820000,2975.0,-1.9811890316648457,0.9694810490926352
341,51,3.0,216000,1222.0,50.561284817571945,0.5106453158970486
342,5214,4.0,1949000,4360.0,-1.4652019683133652,-2.413485400245177
343,1025,3.0,299900,1452.0,-2.2626743824436826,-6.415534149147896
344,3976,3.0,679000,1213.0,-0.702651634132166,-2.4289458022635433
345,5914,4.0,375000,2025.0,-3.092620044326565,-1.2275099361385702
346,5802,4.0,349777,2621.0,-2.1113699380278463,2.2015344938247505
347,11210,2.0,299900,800.0,-1.6899228079418718,-0.6418312258404173
348,4821,1.0,945500,476.0,67.51750780266927,-0.5511687311011918
349,8520,2.0,265000,1548.0,-2.80693529714664,-0.5945558385583509
350,3455,2.0,249900,940.0,0.6286513381059947,-4.164614953942366
351,1257,2.0,360000,720.0,-1.7978452993669563,1.574987864036053
352,5398,3.0,255000,1195.0,-0.4063618206163395,1.4645624166488063
353,3777,3.0,599900,1353.0,-0.8415283354034115,-2.526424703716387
354,2514,3.0,749000,1416.0,4.5302542257814,0.5500602796498573
355,5051,5.0,1175000,4600.0,-0.6280987250763628,-2.6893993667838467
356,9734,3.0,575000,1536.0,-1.4176372296675321,-3.1962216039306286
357,649,1.0,250000,556.0,-0.9632077831195487,1.435661569372872
358,2113,3.0,619000,1234.0,-3.3181579417290794,-0.4786107843182978
359,11887,3.0,514000,1062.0,0.1574567332553487,1.8426628824169995
360,994,3.0,320000,1794.0,52.73427968658039,-0.06727732337483686
361,90,3.0,284900,2435.0,38.748514496914225,-0.3219307296272755
362,8460,2.0,195000,585.0,-3.0369339368825585,9.15272032803152
363,2350,3.0,655000,1494.0,-4.159775150937655,-1.3246663288600993
364,6305,4.0,495000,2304.0,0.32004921685319077,2.6906651413117464
365,10911,6.0,1650000,5337.0,0.4650697361012005,-1.7250400888290667
366,4293,2.0,749900,1637.0,-1.8891905405549483,-0.6175371848689077
367,8837,4.0,317500,1442.0,-3.0066348241965257,-0.9494747600827289
368,4455,5.0,768000,2506.0,-1.1816589253359933,2.6513586561447844
369,4704,3.0,796000,1972.0,-1.7639821602868482,1.987494905696263
370,7273,5.0,654548,3404.0,-2.143592904706392,1.1390461567615946
371,2832,3.0,849900,2393.0,-2.7539057504339497,-7.591175228841756
372,9810,4.0,575000,2552.0,-3.5627351914887413,1.7904194323308371
373,10290,3.0,739900,1976.0,2.5468278165526743,-8.96463857074777
374,2227,3.0,649000,1130.0,-1.516857877596597,-1.5176470601877594
375,2213,3.0,629999,1578.0,-3.6236548865996734,0.3619031657637084
376,5580,2.0,289000,782.0,-3.354563377315263,6.555970115497175
377,6524,3.0,549000,1915.0,-1.0808647992512508,-1.745847503748059
378,4619,3.0,899900,1600.0,-2.323855933044678,2.145691082172115
379,4015,3.0,699000,988.0,-4.080910233328627,-3.687740240496271
380,11509,3.0,424900,1431.0,-1.7315287544696842,-4.0584774475345435
381,436,3.0,1258888,1973.0,0.025894129954690148,-2.452699469983338
382,9406,4.0,449000,1952.0,-1.2818393678622781,3.6325409492099183
383,10920,3.0,1745000,4006.0,3.7708007628346856,-1.6201310511656597
384,3549,2.0,329000,1040.0,-0.9434034883269329,0.5076510001065887
385,8620,4.0,295000,1294.0,0.26506383410901024,1.5341911178096848
386,9944,3.0,599000,1726.0,-1.4091248467735489,6.899891618962167
387,2143,3.0,625000,1272.0,-3.782360034490927,1.411065242791514
388,7341,4.0,739900,2426.0,-0.5937797613790156,1.666141154217012
389,7650,5.0,749900,3501.0,-1.319291482472857,2.5333372943742765
390,11223,2.0,259000,1028.0,-1.0425231679533657,-1.797874936849664
391,9460,3.0,479000,1726.0,-1.9440924144293845,0.5162853813872712
392,410,4.0,1148000,3126.0,0.34283190832386606,-1.3753993223384113
