index,retail_price
619,651265.5427959757
4950,899334.7363937749
10207,1261613.1410253858
1001,553336.3476748917
2689,553621.3339420285
10744,817771.4651167467
1613,490696.2882133639
8004,1074343.7808738225
4392,758844.1823915374
478,830868.516980871
9927,927962.3072181952
4443,499990.3984804804
8256,867060.479843899
3681,520997.33142300183
9989,1039643.6293657849
1026,724877.441839199
11047,557095.1354987937
11258,494103.73575645173
5744,516601.14874511433
11619,555206.2357782202
8260,1041865.9260559621
6276,852576.2731705428
4766,681916.3319747645
10396,696945.106023719
4836,583835.1379114896
5578,502758.8568579195
10419,831861.509045032
3432,368287.9529046567
3664,568698.7816962644
7503,765963.0753620948
4856,613892.6860093984
2898,418515.6977524782
11162,568698.7816962644
7894,1038944.1374274835
4636,501131.13255747093
7043,750139.0562759393
4558,895091.8839669271
1226,662538.4546415405
4516,571179.3281860542
1649,447785.1833630597
7377,896673.8601826065
9795,546612.9487582542
8687,490848.28715555475
3425,481447.9260310164
7927,1096491.4478933346
9507,1131548.6545057185
294,925190.9232202439
7737,587790.0784506882
7081,814852.3391059658
7083,706833.7886805643
4201,544087.9854925442
627,437894.90639455104
7722,578057.6516653949
6534,838688.2331985788
6827,772884.2213056922
1247,349699.73237042356
4604,618197.3725177478
2422,500188.14550744044
5338,566828.8935929359
2330,708418.6905167559
10179,1234629.3804981466
6991,1137774.82844319
9188,612709.1294681513
3977,482588.6601080069
4261,526730.6638959907
9211,512641.9512765545
11761,437852.08393029426
2105,766510.5683582054
1494,411047.05881277
9115,350247.22536653426
2352,677611.6454664152
1722,445807.7130934604
1911,412779.70266179135
9338,625512.6812064161
5454,511505.47412892536
3210,1010620.5644874447
738,494848.9757795223
3174,664366.8515894613
8966,486148.10659328557
11217,745001.8905043425
3188,929544.2834338746
11957,479378.9595918789
8062,902696.4358520936
11261,400170.97232997406
11521,528511.7184474791
4514,528815.7163318607
7730,1022926.6282437294
1111,562478.4589998175
1849,499594.9044265606
10900,1096841.1938624852
3515,406848.62316184246
8279,1425937.9948085733
3149,676779.1662031676
11193,343813.0696463948
9739,574980.938474213
5911,612310.7097937191
11352,435175.12172239344
6261,697189.9324442969
11304,457672.53471105604
10838,1178115.2219430152
5397,515064.920614204
2017,422272.8912647168
7859,796367.4438086421
5190,1146525.7026435575
872,521742.5714460724
11594,518228.8730455629
2946,465582.4157894532
11698,526686.2471200706
11961,649882.6449161052
4931,948923.4920759475
9340,393553.82427075825
8041,1002626.369789383
73,538946.5627915862
10533,775454.9326561713
8534,571970.316293894
5589,464791.4276816135
11244,412537.53885891126
2270,766510.5683582054
2849,676824.9142879366
6100,614728.0908931583
4697,548197.850594446
9525,702238.5276668678
1875,491882.7703751235
10917,752512.0205994585
8528,586603.5962889285
10549,912142.5450614011
2561,496430.95199520176
9095,590512.788743358
7121,811688.386674607
9531,661750.3921542132
11673,479226.96064968815
8554,512995.95417506655
11245,414011.93290832
8904,657053.1372124564
8767,602575.3573879135
10060,602467.7752216428
3964,701589.0407426967
9719,807094.4569697595
9356,630506.3618945447
2528,516798.89577207423
3554,472153.8157638998
6234,1149880.2195520024
2551,434733.8795837045
4038,510714.48602108564
4818,651706.7849346647
11451,453914.00988996855
11856,554766.3249483802
7418,662734.8703596515
2776,470081.9237042501
10464,797009.3585948033
3579,483425.3963006157
5681,570391.2656987269
7239,684640.3735762833
6774,750975.792468548
10040,586648.0130648487
11842,393158.3302168384
3527,397950.00694864575
8190,1582560.8227107087
6373,639841.9633170691
8701,416495.4050186222
8903,443628.23886753997
2151,499153.6622878717
11550,382525.73884577147
8651,824936.1061720732
5087,1335415.6045456957
4095,493266.99956384295
5367,366705.9766889773
12,771345.0675542696
3610,407837.35829664214
7718,1043492.3190475617
6984,660959.4040463734
6222,632328.9076014408
6738,1051557.1246886621
9255,715928.820611872
10422,958658.844481753
3468,397950.00694864575
9186,468350.87416689214
11057,756714.7131797472
10634,942002.34613235
2805,473051.0547291613
9130,681917.6632836134
11945,503154.3509118393
8239,1175544.510592536
1568,358050.8555875096
10591,375207.76753940515
7854,760623.9056341768
5693,663773.6105085815
10737,942200.0931593099
10168,900825.2164399162
4790,612355.1265696392
10408,1104355.5808869624
7290,529652.4525244696
9052,934839.0363858725
9332,690621.4580903626
11137,486984.8427858944
1701,604692.9975323324
4363,601433.2920020742
1361,388062.6556006494
10374,743419.9142886631
11510,545669.9617082237
14,464043.2620380305
5524,502016.54245536117
5076,1003352.5981952088
11408,351235.9605013339
6104,646169.8681797867
1854,645580.8840282683
11495,384107.71506145084
8975,555753.728774331
10173,912732.8605217685
421,749352.3250974609
6399,824978.92863633
3702,467118.6439203635
2496,718701.5359186721
9412,595059.6390545873
2087,592931.5011516463
5039,792062.7573002928
1910,645378.8800719471
11789,494057.98767168267
4257,494057.98767168267
5698,574738.7746713329
5375,506668.04931234894
2758,942793.3342401898
10960,764183.3521194555
8040,1011460.2263005659
8573,447583.1794067385
10773,963511.023986213
11017,950859.4711901388
241,806896.7099427996
11894,540772.0341189946
7308,706042.8005727245
2869,607762.5281736407
5929,516007.9076642345
11682,497373.9390452324
3179,620965.8308951868
8003,824145.1180642335
11492,407639.6112696822
5541,554325.0828096913
5852,534002.887117588
1197,767301.5564660452
7543,780991.8494110493
3029,609344.5043893202
10152,716871.8076619025
9380,542703.7563038247
6102,529652.4525244696
8238,617846.2952397481
10379,947341.515860268
105,518776.3660416736
4957,1205603.3899992942
9736,704463.7499775575
10728,980785.6262747652
6308,667485.0559360511
8964,687062.0116050838
2773,490498.54118640395
1934,731550.8357417062
4211,568410.8698086153
7053,738476.2386146649
2902,545320.2157390729
1582,440073.04931162257
10662,880063.1099179726
2032,441457.27850034204
5747,645577.9584077559
7588,828694.6309931608
9583,578342.6379325318
8249,1150826.1322225453
5962,628920.128749504
1698,588234.2462098894
7130,1039096.1363696742
10373,940175.2804932782
3698,540772.0341189946
4920,753261.5175518903
3417,407837.35829664214
11928,592186.2611285755
7364,804964.9877579695
6544,635054.5435146231
5697,495639.96388736204
1214,330670.26969750144
9861,926734.3339010278
6218,700904.3034922788
9901,706243.4732201968
10499,735905.5272641858
6495,772841.3988414354
7394,1103412.593836932
8907,745640.8796699913
5867,591349.5249359668
7206,790175.4518913828
3467,405904.3048029629
6070,584428.3789923694
535,718701.5359186721
8941,410560.068589312
10841,871558.6564498469
2437,680931.8537693261
3644,439916.79344007047
9306,832406.0764206302
10254,874084.9510244058
6172,570388.3400782145
1741,383514.4739805711
3828,444621.2309317009
2527,569200.5266076061
5017,1175392.5116503453
6965,885492.44450658
7586,1056543.6228269169
3666,508689.9363578683
10459,581614.1725301613
6613,980365.2693625758
11670,496476.7000799709
8561,571182.2538065666
6905,523522.29468871176
2325,709802.9197054754
823,461231.98119633476
11960,606970.2087569521
5442,542354.0103346739
8044,1227898.7990316355
2054,642856.8424267494
3346,1317922.370003684
8318,517787.63090687396
5494,586845.7600918086
8728,502758.8568579195
7280,991393.3547875627
6688,828055.641827512
3674,488565.48769272486
980,598471.3435270365
3962,542504.6779680159
5433,474283.28497568995
10395,828253.3888544719
10871,486893.34661635617
2673,939736.9639751016
6698,519657.5190102025
2499,573552.2925095734
10492,1037319.3387475471
9953,553382.0957596608
6981,1019827.4355143843
7297,601676.7871138032
8027,1113848.769489888
4551,754735.9116012991
11378,409662.82962405053
9062,748409.3380474304
10212,704109.7470790454
9150,676824.9142879366
4772,702877.5168325168
414,604948.3217114327
4248,379164.0393874527
5840,506561.79845492716
10626,882875.9850713318
10421,781675.2553526182
2278,712617.1261676835
3868,451146.8828213785
3243,1046418.6276082161
7697,813178.8667207483
8008,832798.6448540378
8563,489312.05902464443
9267,612709.1294681513
8367,446598.70120130014
6367,562524.2070845865
11590,485159.37145848596
9625,701497.5445731585
1881,494453.4817256025
11613,490103.04713248415
1841,622000.3141147555
10192,839371.6391401478
4225,719188.5261421301
10951,786574.5142506963
1644,560743.1525330982
3321,1176335.4987003761
7896,1294633.9689071816
11486,449256.6517919561
8287,1725929.0115683195
6312,716328.5715951531
10235,719443.8503212305
8244,1167240.466769068
11020,734125.8040215465
4528,575330.6844433637
4510,835025.4614763907
4093,570434.0881629837
4160,324737.85888870363
3827,453276.35203316854
11689,681175.3488810551
9163,702486.2797079582
9269,408190.0298863052
1782,443232.7448136201
11469,569947.0979395256
10437,1213513.271077691
1901,509041.0136358681
3276,961385.811703784
935,577507.2330487719
10501,946703.8580034681
5784,508843.2666089081
10378,852576.2731705428
6009,541517.2741420652
2940,758208.1188464009
11396,669352.0184188674
9599,832406.0764206302
2906,812783.3726668285
4534,606776.7186593534
9902,857124.4547906212
5506,421636.82771958027
314,426030.0847769554
9854,638411.9860435806
9536,361716.55293021
280,877095.5732047248
5817,546658.6968430233
11976,442643.7606621016
10814,469932.8503825716
5471,467605.63414382155
4664,590011.0438320164
3490,483227.6492736557
1417,367055.72265812807
10978,1104705.326856113
8628,362355.5420958589
4078,388259.0713187604
7970,893402.325584977
8912,912602.7988173348
7080,650281.0645905375
5251,1221467.5689320085
4823,707078.8781039566
10388,633514.0584543514
2038,470875.8374326021
1042,413176.52802456013
10839,916801.2344682623
567,544635.478488655
912,574541.027644373
9586,972368.1490440018
7618,596733.111439805
6098,668078.2970169308
5395,366705.9766889773
194,525499.7649583111
11782,511504.1428200764
10970,895577.5428815363
11576,493266.99956384295
11426,335903.1885679977
5027,1492032.8442096212
6003,508843.2666089081
4394,622198.0611417154
8595,659724.2481793325
1387,343767.32156162575
761,457474.78768409614
3336,984718.6295762066
4878,824693.9423691932
17,922044.651097281
11504,428249.71884943475
972,567619.8817007756
9985,710194.156830034
8848,590512.788743358
5871,488718.8179437646
9327,517588.552571065
10509,743419.9142886631
10335,720477.0022319502
9984,834383.5466902294
10245,571623.4959452555
6860,814654.5920790059
2820,748363.5899626613
7573,791867.9358938452
7845,831660.8363975596
11736,555359.56602926
11048,655026.9932375756
3864,621011.5789799559
9485,787163.4984022147
10854,522138.06549999234
10637,1103954.2355920179
11567,342231.0934307154
4215,460395.245003726
7465,907640.1115260918
8273,1393110.6570243766
4374,542901.5033307846
11099,530443.4406323093
8648,619828.0224387087
1410,864197.5996764094
2985,700554.5575231279
618,793449.9121095246
3443,501222.6287270091
5727,858113.1899254207
9038,466723.1498664436
4949,688339.9899363816
9068,699276.5791918302
1977,451892.1228444491
6459,714194.8454540017
1056,574893.699234036
144,586054.7719839689
6670,733334.8159137068
3754,332845.48699406063
653,421636.82771958027
10228,807444.2029389105
4146,484169.30501483736
1730,399135.1578015564
5865,619825.0968181964
6016,658979.0081562619
5915,479029.21362272825
9753,472305.8147060907
810,1544882.763316223
8994,427808.47671074583
11372,393598.2410466784
5984,617893.3746333661
3,377338.56806004426
7201,1030551.5230549896
7693,919310.1117372398
11161,523370.295746521
594,701692.3659796062
2233,651616.6200739755
6964,887623.2450272191
6044,508493.5206397574
3004,452132.6923356658
2133,342976.33345378604
2130,515367.5871897368
2466,427612.0609926348
8878,690465.2022188104
4423,556941.5422449395
2972,573156.7984556535
11965,560942.2308689071
3600,454747.82046206493
5135,1141182.275986278
4811,739464.9737494645
8396,495290.2179182113
4388,544725.6433493441
4687,682316.0829580456
10979,1041472.0263137057
10416,510071.23992607545
11442,523720.0417156718
2023,502758.8568579195
11907,577856.9790179227
2058,435521.9420710319
6406,702334.2807657673
10636,871951.2248832544
2845,1101499.8832693468
9957,655024.0676170633
6602,803930.5045384007
1987,522579.30763868126
5127,846688.2791376652
4972,1209009.506233533
8025,960192.1469921509
8399,545821.9606504145
4911,664366.8515894613
3160,915855.3217977196
3052,875472.1058336376
11340,513832.6903676754
9131,464193.9296713724
9234,397157.68753195705
8277,1066342.4036258874
6863,813220.3578761561
8205,1084182.4585165377
9550,661399.3148762134
5536,764974.3402272951
4895,651752.5330194337
6469,789540.7196550951
5372,425239.0966691157
5650,523522.29468871176
9786,577308.154712963
328,560303.2417032582
7691,866175.0699460086
7669,802394.2764074904
10306,1337742.8207844454
6176,844514.3931499548
8508,618151.6244329787
11969,556150.5541370998
8452,524313.2827965515
3183,1095456.964673766
4338,528070.4763087902
9320,454508.58227969724
4542,817924.7953677865
8793,380943.76263009204
5122,1212613.369494732
10993,1038901.3149632266
4490,691016.9521442824
10144,918671.1225715909
7921,888809.7271889785
10887,584626.1260193293
8219,1180046.9441278456
10774,1009833.8333089662
6239,766552.0595136132
3818,506316.9720343492
1267,783953.7978860869
8505,564059.103906648
5369,542110.5152229449
8935,597436.8603074678
4810,661746.1352248519
7647,900229.049738524
6762,824298.4483152732
4266,659662.4140978309
7067,830424.3492216697
1355,908143.1877462823
1785,540774.9597395068
3165,592733.7541246862
7824,1255690.9649722958
7908,1068366.9532891046
2258,483680.72047971596
796,525302.0179313511
9894,642169.1795558191
2513,649094.5824287778
1122,646767.3661900278
3617,375452.59395998315
2642,733928.0569945865
11325,535980.3573871872
6649,637226.8351906699
3905,610579.6602563611
7595,766206.5704738238
8250,1280149.7622338254
10784,881540.4295878938
10888,1312139.0325165647
9019,569004.110889495
10716,788851.7254753159
9539,713757.8602446739
3626,368439.95184684754
7640,578845.7141527223
10682,1174753.5224846965
1018,427018.81991175504
8761,416495.4050186222
11605,575134.2687252528
11715,515962.1595794655
1116,384944.4512540597
1031,323201.6307577933
4813,696949.3629530802
8486,460638.740115455
10949,936423.9382220643
11287,461673.22333502374
4557,831067.5953166798
7340,512204.96606722684
3983,536573.598468067
7102,1030699.2650678192
9024,600642.3038942344
1972,383864.2199497218
744,487927.8298359249
6864,808326.6872162883
2295,530002.1984936203
5234,1355250.810014341
3615,397950.00694864575
11918,436315.85579938395
3882,455056.075275808
7056,696945.106023719
4168,426623.3258578352
7359,1118395.619801117
4926,1070739.917612624
7662,636236.7687470213
3157,974481.5322590595
4294,600292.5579250837
2656,461231.98119633476
11196,544087.9854925442
2517,696356.1218722004
997,710396.1607863551
4539,588429.067616337
9629,817575.0493986356
5717,629758.1962509617
11134,483775.1422697664
2285,342976.33345378604
5925,661354.8981002932
749,636831.3411367501
10964,1151662.868415154
9950,852617.7643259506
11299,385933.1863888593
6570,690667.2061751316
9819,662097.2125028516
1552,376197.8339830538
8807,464350.18554292456
2978,592732.4228158374
4714,546506.6979008324
11311,342033.3464037555
9828,469887.10229780246
4139,640984.0287029085
6240,522138.06549999234
10766,1021940.818729442
7732,1003107.5087718164
5386,406255.3820809627
8496,893954.0755104491
6068,675436.428169856
11819,488916.5649707245
7857,1120218.1655080135
2982,683895.1335532126
11247,373627.1226325747
10495,877096.9045135739
1807,483333.9001310775
1742,683502.5651198052
10696,740849.202938184
11669,544878.973600384
8510,407639.6112696822
10174,804568.1623952007
7338,786524.5092365659
5434,495046.7228064823
7382,807090.2000403983
10584,946001.7034474687
2367,594557.8941432458
1525,372242.8934438552
7531,1381396.113451986
9657,669260.5222493291
10498,760426.1586072168
1904,378525.05022180383
2162,571775.4948874463
8913,668866.3595042583
3839,549624.9022474221
8191,1075637.8452018527
3128,904780.1569791146
8120,809268.3429574699
2049,398348.42662307795
2665,481003.75827181514
9444,389598.88373155973
11328,550066.1443861111
9871,611032.7314624214
4172,502758.8568579195
9552,923126.2137104677
11751,464395.93362769356
3583,427612.0609926348
9833,646367.6152067466
1902,460045.4990345752
8719,530443.4406323093
1240,652255.6092396243
497,582203.1566816798
4222,522487.81146914314
6324,688002.0730346021
8302,411746.5507510716
528,773031.9633185217
1585,483333.9001310775
242,846685.3535171528
5451,364529.42808356916
10915,815399.8321020765
1731,434531.8756273833
1141,774466.1975213717
4968,1236055.1008422738
5208,924795.429166324
10276,850396.7989446224
8215,685872.603822812
663,475865.2611913694
11583,560546.7368149873
1334,399927.47721824504
2597,393751.5712977182
1879,475911.00927613844
5718,718744.3583829289
6924,712326.5516623366
3235,793799.6580786753
5366,543935.9865503534
1564,702288.5326809982
5666,492278.2644290433
10453,893464.1596664788
9504,605191.8168231617
5410,582694.4038344991
5558,479424.70767664805
4608,744407.3181146138
5577,414959.17688771186
7248,803976.2526231698
2272,733532.5629406667
4237,586450.2660378888
572,673463.2148296179
4198,475272.02011048957
7020,454508.58227969724
7409,988629.153339485
3497,391226.6080320082
9937,659570.9179282926
7210,795119.127565381
8546,445255.96316798846
8712,565992.157400327
10477,965492.7511851735
6041,640832.0297607176
11748,607457.1989804101
8717,375452.59395998315
2855,498012.9282108812
860,540330.7919803056
5153,1220233.7443738165
6726,905027.9090202049
1278,761810.3877959362
9595,518137.37687602465
3798,461627.4752502546
5003,1156208.12441472
10760,813468.1099172464
11220,340649.11721503595
1889,538946.5627915862
11502,347722.2621008243
6050,740647.1989818629
1570,474876.52605656977
9452,683300.5611634839
667,361123.31184933026
7499,926290.1661418265
3028,821181.8382803468
1036,574343.2806174131
6149,721667.7413230711
1317,384898.70316929056
217,745989.2943302932
4176,532420.9109019085
6957,871806.4084909371
10055,611032.7314624214
4898,692001.4303497208
1306,304172.16808487126
6587,941409.1050514702
10843,678513.141361038
10763,1073313.5545836152
5704,596139.8703589252
5120,946003.0347563176
8820,890348.8809404013
5350,456729.54766102554
8696,606880.0438962629
7703,1038944.1374274835
2274,571574.822239974
6173,387270.3361839608
2283,641180.4444210194
1405,479470.45576141716
1160,723446.1332568615
595,875315.8499620855
4089,573598.0405943424
1167,397007.0198986152
11025,832100.7472273996
10345,996931.6028512897
2322,639998.2191886213
6985,769872.2678165241
2402,497176.1920182725
5033,998408.9225212106
9365,415652.81758498866
9825,625316.2654883051
1202,733532.5629406667
126,563619.1930768079
120,498012.9282108812
8832,381535.6724021229
11324,343767.32156162575
3226,501963.61182071845
4354,590163.0427742072
11063,1331966.6658472
4669,732543.8278058671
1097,662982.6224007418
11978,473644.29581004113
1134,390831.11397808837
5724,535980.3573871872
11253,439323.55235919065
950,389690.3799010979
11723,474283.28497568995
2288,461425.4712939334
7856,822168.9791034831
2568,443434.74876994133
2711,486391.6017050146
5687,372242.8934438552
1289,842836.663835376
4109,579878.8660634421
9808,871410.9144370173
6775,665659.5846086426
10297,510071.23992607545
1293,683346.309248253
2516,650672.301715096
1224,583044.1498036499
386,784899.7105566298
11725,586405.8492619686
11935,434688.13149893546
7113,869429.1872380568
11404,514273.9325063643
11523,411792.29883584066
7376,934095.3906744652
4152,648303.5943209381
1825,492322.6812049635
7893,812523.7915583669
1501,374615.8577673744
8734,647554.0973685062
4861,731201.0897725554
4605,588032.2422535683
5237,997420.1873864109
7781,908141.8564374334
3773,590954.0308820469
1328,726413.6699701094
7094,741198.9489073348
7096,934489.2904167216
9159,495045.39149763336
10779,483680.72047971596
5301,1080668.7601160281
3233,771302.2450900128
6032,633620.3093117732
2798,405768.39185750467
1973,509877.7498284768
465,533257.6470945172
9089,590009.7125231675
8105,1120570.8370976765
4806,731311.5975593384
10749,734916.7921293862
11829,443586.7477121322
2838,618641.5402769491
10361,637423.2509087808
1148,754291.7438420978
11164,557930.2773797391
7270,754535.2389538268
8850,424249.0302254671
429,527081.7411739905
4599,667830.5449758405
8673,573750.0395365333
3447,352072.69669394265
11402,490346.54224421317
9008,560899.4084046504
1089,592580.4238736464
9891,922623.1374902772
9235,649885.5705366175
1556,409419.3345123215
4894,799975.5639992022
1276,734521.2980754664
8856,436315.85579938395
9640,620573.2624617792
6900,625316.2654883051
7211,1058479.6019411082
11345,447435.437393909
5115,953428.8512317691
2303,499153.6622878717
11816,755972.398777189
1309,605541.5627923125
1060,312873.037271108
4692,506710.87177660567
9520,904735.7402031944
3196,1000979.6338716898
8033,909176.3396570021
115,552437.7774007813
9003,757061.5335283857
2816,545274.4676543038
5086,1012050.5417609334
10686,471864.5725674018
10436,1179944.9501997852
10942,878771.9712104547
8583,589919.5476624782
4739,572759.9730928848
5484,500827.13467308925
5684,717712.8007838726
8593,629362.7021970418
1713,593923.1619069581
1791,375802.33992913394
3642,483816.6334251742
7772,633469.6416784313
1266,398345.5010025656
1349,449808.4017174281
227,804873.4915884313
6598,884766.2161007541
1125,693389.9164678014
4243,528222.4752509809
1715,485554.86551240575
3908,492673.7584829632
11559,526534.2481778797
2570,533759.392005859
2206,424797.85453042673
1940,546308.9508738725
8155,1113254.1971001592
7727,1037514.1601539948
1465,699714.8957100068
11627,379559.5334413725
10096,820097.0870438333
10320,1155174.9725040002
8384,522334.4812181033
10047,963907.8493489817
5942,782969.3196806485
2374,668713.0292532184
7562,710834.4773045318
9608,592139.1817349575
3466,406848.62316184246
5099,1263736.7589961514
5838,590557.2055192781
5783,380943.76263009204
8889,570037.2628002148
6466,710043.4891966921
5374,525302.0179313511
693,448180.67741697957
9765,1022534.0598103217
9496,698196.3478874925
4137,705254.738085397
11433,645532.2103229868
9955,777032.6519424894
6992,804569.4937040496
8887,636678.0108857102
6417,1221911.7366912095
5709,543494.7444116644
140,582890.81955261
778,1363052.592753009
3582,405904.3048029629
4820,775454.9326561713
5488,520997.33142300183
9921,744210.9023965028
3653,507944.6963347977
7314,716522.0616927517
1515,739023.7316107756
2251,554127.3357827314
7594,1177815.480987995
5846,740647.1989818629
5648,594361.4784251348
11280,385933.1863888593
2747,424448.108561276
492,543494.7444116644
4998,1272635.3752093483
9154,571223.7449619744
2629,478192.4774301194
2556,699610.2391642485
3469,496278.953053011
2088,503899.5909349099
1743,488916.5649707245
9228,714107.6062138248
10738,595546.6292780454
11564,400718.46532608476
3090,838980.4020155893
9191,551053.5482120619
1555,516950.89471426513
121,566235.652512056
10894,1131693.344312714
7757,1079834.9495439315
2489,707840.2041237599
6681,803732.7575114408
4494,552635.5244277413
2645,591942.7660168465
5742,714153.3542985938
6434,685236.5402776755
4145,522731.30658087204
6632,982938.9063335672
6645,710000.6667324353
2324,545030.9725425747
1850,539737.5508994259
7529,845255.3762436643
2579,827860.8204210644
1610,544878.973600384
7344,570783.8341321343
11721,540726.2860342255
812,373779.1215747656
443,520160.595230393
3975,527872.7292818303
5370,393006.33127464756
1288,376836.8231487026
5337,483775.1422697664
7035,825439.1823922637
4962,1221272.7475255607
2939,505086.0730966695
11768,416735.97450983885
277,1011609.2996222444
5716,535630.6114180364
735,655021.1419965511
7825,1062428.9542420967
11766,352468.1907478625
6060,651467.546752297
2236,495898.2136869747
339,633909.5525082713
8077,1171831.733856218
3481,489357.8071094135
5400,520404.090342122
691,510029.7487706677
9898,821529.9899378343
5864,582846.40277669
1216,427064.5679965241
5511,461383.9801385256
1072,610975.1543102809
5651,508691.2676667173
2620,345942.53885818494
10614,946703.8580034681
10038,772640.7261939632
5947,636084.7698048304
6282,649045.9087234965
574,565444.6644042163
4642,696949.3629530802
3134,509132.5098054062
2915,617452.1324946772
1830,402300.4415417641
5988,646764.4405695155
3013,642173.4364851804
10546,857762.1126474211
